,text,topic
278,"Emmerich's epic is a formulaic mishmash of a movie, visually sweeping but silly blend of actioner, adventure, man vs. nature, man vs. animal -- above all, a reminder of how superior Mel Gibson's Apocalypto was.",movie
279,Roland Emmerich has a remarkable talent for draining all the life out of interesting stories.,movie
280,The kind of movie that people will discover new and hilarious ways to mock for years to come.,movie
281,I have to give Emmerich credit for creating a film that's been funnier than '27 Dresses' or 'Over Her Dead Body.',movie
282,"CGI effects are letter perfect believable. The opening mastodon hunt/stampede is as good as effects seen in the recent 'King Kong,' greatly enhancing the film.",movie
283,about as slow and lumbering as a wounded manuk.,movie
284,"Emmerich has never been one to rely on the wizardry of nuance, but I was stunned to feel numb to nearly everything B.C. offered, as if my mind immediately detected a filmmaker looking to brazenly cash in on his past successes.",movie
285,"In an age where ... audiences reward blood-and-thunder films ... at the box office, greenlighting 10,000 B.C. must have seemed logical. I can imagine someone pitching the film ...by saying ""It's like 300 .... + 9,700!""",movie
286,"Roland Emmerich is partial to cutting-edge special effects and stone-age storytelling, meaning that 10,000 B.C., a dim-witted CG extravaganza set in prehistoric times, is something like his ideal project.",movie
287,An atrocious waste of a perfectly good CGI budget ... at least the Geico commercials make an effort to get the historical accuracy right,movie
288,The little-prehistoric-epic-that-could actually delivers an entertaining couple of hours.,movie
289,"It's best not to think too hard about anything in 10,000 BC, a sublimely dunderheaded excursion into human prehistory.",movie
290,"While the movie is completely ridiculous, at least it's fun to think of all the high school students who are going to mistake this movie for an accurate historical record and get F's on their next pop quiz.",movie
291,"Emmerich knows how to fill the screen with spectacle, but not how to field-marshal it.",movie
292,"An epic adventure of such towering testosterone counts and ceaseless tedium, you can almost feel the hair growing on your chest as the bags collect beneath your eyes.",movie
293,"Almost worth sitting through the first half for the revelatory moment when you're forced to ask yourself: Is nearly the entire cast suddenly being attacked by what look like cracked-out ostriches? Why, yes, yes they are.",movie
294,"Worst of all, no one even gets eaten by the disappointingly tame saber-toothed tiger.",movie
295,"Sometimes you have a hankering for a slab of 10,000-year-old cheese. Here it is, on a cracker.",movie
296,"May indeed last until the end of time, kept alive in drinking games and in history and geography classrooms on April Fool's Day.",movie
297,This crackpot combination of Pathfinder and Apocalypto [is] a brainless exercise in prehistoric goofiness that actually affords more laughs than Ice Age.,movie
298,"I can't figure out exactly when the film 10,000 B.C. is set, but it's definitely ancient times. Like before they had cars, guns or tabloid blogs. And definitely before they had cohesive plots or dialogue that made sense.",movie
299,"While there's an attempt to make this a personal story, it's really about what we thought it would be: Incredible vistas populated with a combination of ancient temples, pyramids, woolly mammoths and a cast of (CGI) thousands.",movie
300,"Too dumb to take seriously, but just silly enough to be sort of fun.",movie
301,"This much-delayed film cries out for consideration for Worst CGI, Most Annoying Narrator, Lamest Dialogue and Dumbest Action Hero.",movie
302,Even a cameo by Pauly Shore in Encino Man would liven up this bombastic bore.,movie
303,"10,000 B.C. is a movie of woolly mammoths and fuzzy thinking.",movie
304,"The best acting comes from woolly mammoths, man-eating ostriches and a saber-toothed tiger -- and those babies are digital. It's the human actors who look fake.",movie
305,"10,000 B.C. isn't only brain-dead, it's completely dead. It's inert and without a heartbeat.",movie
306,Where's Raquel Welch in that fur bikini?,movie
307,Yabba-dabba-don't.,movie
308,"While the special effects are top notch... the humans are dull, the dialogue is ridiculous, and anyone expecting a repeat of the action in 300 is going to be sorely disappointed with this bloodless PG-13 adventure.",movie
309,"The less said about historical accuracy, the better.",movie
310,"The characters may speak English, but the narrative is gibberish.",movie
311,"Outrageous and outlandish, Emmerich's 10,000 BC is easy to mock, but it is so cheerfully shameless and terminally silly that you have to admire its effrontery and accept its creator... as a certified crackpot visionary.",movie
312,"Hey, CG mammoths! And lots of 'em! And some raptor/dodo thingies that move exactly like Spielberg's dinosaurs. Still, looks cool enough. Could've used some more of the saber-toothed tiger, though.",movie
313,A strong camp sensibility is just about the only thing that might have saved this lumbering beast.,movie
314,"10,000 B.C. is a true disaster on every level, a derivative and sometimes incomprehensible mess.",movie
315,"The mammoths are cool. The squealing killer ostriches, perhaps inspired by ancient phorusrhacid fossils, are idiotic but... okay, they're idiotic.",movie
316,"If you thought 300 was silly, think of 10,000 BC as 33.333 times sillier.",movie
